index_1,index_2,values
2378,12192,1
458,29460,1
458,32067,1
458,63165,1
458,1756,1
458,3113,1
458,14662,1
458,40655,1
458,886,1
458,44895,1
458,79491,1
458,75449,1
458,64486,1
458,51423,1
458,25236,1
458,30149,1
458,57405,1
458,60122,1
458,66249,1
458,31905,1
882,0,1
882,11062,1
882,69374,1
882,54182,1
882,36467,1
882,39453,1
882,8454,1
882,20023,1
882,63582,1
882,61485,1
882,45390,1
882,31298,1
882,62830,1
882,67973,1
882,16594,1
882,53682,1
882,81945,1
882,28512,1
882,20599,1
882,35002,1
882,15879,1
882,81409,1
882,21528,1
882,18607,1
1549,0,1
1549,84093,1
1549,13311,1
1549,80442,1
1549,3463,1
1549,52586,1
1549,62830,1
1549,44681,1
1549,66314,1
1549,11797,1
1549,44941,1
1549,50975,1
1549,14184,1
1549,49571,1
1549,4859,1
1549,5763,1
1549,42074,1
1542,0,1
1542,57405,1
1542,60122,1
1542,7312,1
1542,62830,1
1542,31905,1
3002,0,1
3002,61775,1
3002,41370,1
3002,66144,1
3002,2262,1
3002,8424,1
3002,53886,1
3002,16594,1
3002,12605,1
3002,12309,1
3002,3679,1
3002,26265,1
3002,62830,1
3002,39645,1
3002,52227,1
3002,7459,1
3002,64421,1
3002,26566,1
3092,0,1
3092,59273,1
3092,9923,1
3092,38046,1
3092,17930,1
3092,71869,1
3092,36638,1
3092,34983,1
3092,69105,1
3092,10612,1
3092,62830,1
3092,42632,1
3092,9728,1
3092,43953,1
3092,8554,1
3092,41645,1
3092,70898,1
3092,74653,1
3092,73874,1
3092,12740,1
3092,53985,1
3092,41792,1
3092,81026,1
3092,14687,1
3092,83014,1
3092,15311,1
3092,29780,1
3092,59193,1
1231,0,1
1231,58128,1
1231,10079,1
1231,75248,1
1231,36389,1
1231,12113,1
1231,40133,1
1231,12117,1
1231,78715,1
1231,35585,1
1231,52230,1
1231,22734,1
1231,21126,1
1231,40916,1
1231,49571,1
1231,40919,1
1231,25853,1
1231,38939,1
1231,26680,1
1231,58131,1
1231,35953,1
1231,46420,1
1231,57164,1
1231,27022,1
1231,12605,1
1231,65712,1
1231,63582,1
1231,52278,1
1231,77498,1
1231,2717,1
1231,43034,1
1231,13511,1
1231,75799,1
1231,63605,1
1231,12192,1
1231,38838,1
1231,44802,1
1231,81120,1
1231,33833,1
1231,65098,1
1231,43986,1
1231,62447,1
1231,70471,1
1231,30727,1
1231,17205,1
1231,41632,1
1231,37681,1
1231,63792,1
1231,16243,1
1231,7737,1
1231,35453,1
1231,28789,1
1231,65296,1
1231,27777,1
1231,40917,1
1231,42544,1
1231,8946,1
1231,2262,1
1231,8424,1
1231,8926,1
1231,21706,1
1231,78039,1
1231,42937,1
1231,80673,1
1231,67400,1
1231,26566,1
1231,16118,1
1231,60834,1
1231,83380,1
2095,0,1
2095,34961,1
2095,12605,1
2095,23407,1
2095,74772,1
2095,52227,1
1503,0,1
1503,83984,1
1503,48783,1
1503,54798,1
1503,81813,1
1503,83638,1
1503,62830,1
592,0,1
592,73462,1
592,78773,1
592,14662,1
592,56927,1
592,82309,1
592,2262,1
592,37784,1
592,38670,1
731,0,1
731,79527,1
731,65784,1
731,41370,1
731,58128,1
731,11981,1
731,49571,1
731,73462,1
731,2262,1
731,2717,1
731,79933,1
731,74772,1
731,69105,1
731,21695,1
2836,17153,1
2836,39213,1
2836,2487,1
2836,79185,1
2836,66762,1
2836,76292,1
2836,63149,1
2836,62830,1
2836,12192,1
1574,0,1
1574,82459,1
1574,40557,1
1574,36129,1
1574,56392,1
1574,24227,1
1574,17930,1
1574,15217,1
1574,40831,1
1574,18634,1
1574,9614,1
1574,73375,1
1574,38699,1
1574,49571,1
1574,41370,1
1574,7982,1
1574,34508,1
1574,37027,1
1574,26692,1
1574,59273,1
1574,42617,1
1574,33135,1
1574,42544,1
1574,78180,1
1574,58888,1
1574,29748,1
1574,62830,1
1574,11754,1
1574,43789,1
1574,72051,1
1574,42327,1
1574,78773,1
1574,12443,1
1574,79179,1
2211,0,1
2211,63165,1
2211,62447,1
2211,12192,1
2211,11957,1
2211,24274,1
3134,0,1
3134,65170,1
3134,29460,1
3134,14662,1
3134,38418,1
3134,64848,1
3134,68402,1
3134,70697,1
3134,45121,1
3134,1640,1
3134,63553,1
3134,20629,1
3134,49397,1
3134,3363,1
3134,68274,1
3134,42450,1
3134,51217,1
3134,47764,1
3134,73439,1
3134,4032,1
3134,34443,1
3134,39456,1
3134,38809,1
3134,3725,1
3134,74772,1
3134,22617,1
3134,78762,1
3134,27221,1
3134,4052,1
3134,25236,1
3134,78124,1
3134,35532,1
3134,35536,1
3134,26566,1
3134,24105,1
3134,26667,1
3134,42182,1
3134,75817,1
3134,21695,1
3134,44480,1
3134,11717,1
3134,12740,1
3134,57405,1
3134,60316,1
3134,77542,1
3134,78773,1
3134,78172,1
3134,42544,1
3134,13737,1
3134,78324,1
3134,62983,1
3134,43187,1
3134,57750,1
3134,39860,1
3134,75534,1
3134,79491,1
3134,33235,1
3134,2437,1
3134,42241,1
3134,47207,1
3134,50178,1
3134,6712,1
3134,49440,1
3134,61687,1
3134,76345,1
3134,50836,1
3134,18430,1
3134,58455,1
3134,56472,1
3134,80529,1
3134,8781,1
3134,77599,1
3134,3112,1
3134,10969,1
3134,530,1
3134,46242,1
3134,28519,1
3134,46269,1
3134,28029,1
3134,39939,1
3134,57164,1
3134,549,1
3134,42617,1
3134,4532,1
3134,27029,1
3134,30675,1
3134,27031,1
3134,27032,1
3134,27033,1
3134,56527,1
3134,58296,1
3134,32344,1
3134,37296,1
3134,32351,1
3134,46932,1
3134,15864,1
3134,67005,1
3134,69945,1
3134,3909,1
3134,12192,1
3134,24129,1
3134,41920,1
3134,61775,1
3134,38676,1
3134,40986,1
3134,60460,1
3134,70252,1
3134,82309,1
3134,25436,1
3134,40997,1
3134,59144,1
3134,78312,1
3134,16553,1
3134,44262,1
3134,37681,1
3134,33083,1
3134,63149,1
3134,19900,1
3134,29104,1
3134,27777,1
3134,32066,1
3134,33707,1
3134,63165,1
3134,2262,1
3134,62830,1
3134,68049,1
3134,12605,1
3134,22236,1
3134,66442,1
3134,27030,1
3134,68610,1
3134,82702,1
3134,68705,1
3134,73287,1
2833,0,1
2833,11717,1
2833,20599,1
2833,46239,1
2833,62830,1
2833,57355,1
2546,30053,1
2546,50995,1
2546,40987,1
2546,62830,1
2546,16533,1
2546,19785,1
2873,40599,1
2873,43187,1
2873,42544,1
2873,69105,1
2873,54944,1
2873,64496,1
2873,11960,1
2873,55585,1
2873,78039,1
2873,38907,1
2873,74653,1
2873,10045,1
2873,49571,1
2873,46887,1
2873,24050,1
2873,5441,1
2873,70832,1
1733,1584,1
1733,32503,1
1733,4275,1
1733,39363,1
1733,63374,1
1733,75799,1
1733,62830,1
1733,12192,1
1535,0,1
1535,70869,1
1535,43813,1
1535,48485,1
1535,6061,1
1535,70930,1
1535,74479,1
1535,71831,1
1535,6605,1
1535,70931,1
1535,55958,1
1535,58946,1
1535,67758,1
1535,71676,1
1535,63517,1
1535,46000,1
1535,7052,1
1535,12192,1
494,0,1
494,68684,1
494,69917,1
494,62983,1
494,70713,1
494,63149,1
494,32067,1
1354,0,1
1354,62983,1
1354,71393,1
1354,71215,1
1354,62830,1
1354,12192,1
1738,17153,1
1738,0,1
1738,6883,1
1738,62830,1
1738,3679,1
1738,8781,1
1738,53682,1
1738,26923,1
1738,20599,1
1738,63582,1
510,37011,1
510,0,1
510,11717,1
510,9614,1
510,6237,1
510,12192,1
510,63165,1
510,7312,1
510,72794,1
510,36165,1
510,62830,1
510,39939,1
510,17153,1
1446,63928,1
1446,12605,1
1446,36593,1
1446,80655,1
1446,38418,1
1446,32066,1
1446,16594,1
1446,62830,1
1446,75552,1
1446,15001,1
1446,33364,1
1446,82096,1
1446,26566,1
1055,65009,1
1055,71215,1
1055,20786,1
1055,109,1
1055,57405,1
1055,14662,1
1055,16118,1
1055,8554,1
1055,62830,1
1055,39939,1
2720,0,1
2720,12605,1
2720,56684,1
2720,62447,1
2720,4275,1
2720,55536,1
2720,64850,1
2720,63165,1
2720,2262,1
2720,77022,1
2720,4824,1
2720,62830,1
2720,39939,1
2720,2081,1
966,0,1
966,4824,1
966,59608,1
966,67860,1
966,62830,1
966,63165,1
966,15344,1
966,54364,1
966,7312,1
966,82702,1
966,13646,1
966,50836,1
1160,0,1
1160,37225,1
1160,27023,1
1160,2697,1
1160,710,1
1160,12192,1
219,0,1
219,79267,1
219,51573,1
219,33833,1
219,56394,1
219,21496,1
219,79526,1
219,7390,1
219,21695,1
219,76185,1
219,45058,1
219,84231,1
219,15217,1
219,83819,1
219,74036,1
219,40916,1
219,46989,1
219,25335,1
219,58869,1
219,12740,1
219,59831,1
219,37681,1
219,28266,1
219,66003,1
219,4022,1
219,38952,1
219,32504,1
219,27562,1
219,6708,1
219,2508,1
219,54439,1
219,42617,1
219,4275,1
219,10739,1
219,23084,1
219,53816,1
219,38867,1
219,39456,1
219,38643,1
219,30053,1
219,12007,1
219,62830,1
219,888,1
219,695,1
219,27969,1
219,8842,1
219,27974,1
219,46610,1
219,52404,1
219,43986,1
219,2717,1
219,7249,1
219,6625,1
219,68645,1
219,70956,1
219,55130,1
219,79010,1
1551,0,1
1551,71215,1
1551,30517,1
1551,16594,1
1551,40831,1
1551,33759,1
1551,58810,1
1551,777,1
1551,9614,1
1551,26265,1
1551,62830,1
1551,14184,1
1551,23640,1
1551,33088,1
1551,12192,1
1551,28902,1
1742,25236,1
1742,21575,1
1742,63165,1
1742,2262,1
1742,40655,1
1742,787,1
1742,16594,1
1742,12192,1
1742,34576,1
2347,0,1
2347,72014,1
2347,64430,1
2347,63165,1
2347,2262,1
2347,74772,1
2347,62830,1
2347,25010,1
2347,12605,1
2347,75534,1
2347,16594,1
2347,53682,1
2347,35002,1
2347,23407,1
2347,2770,1
2347,12192,1
2347,59700,1
2224,12309,1
2224,3679,1
2224,43187,1
2224,12740,1
2224,2717,1
2224,52649,1
2224,36129,1
2224,42018,1
2224,21209,1
2224,72794,1
2224,34410,1
2224,63553,1
580,7249,1
580,40919,1
580,38939,1
580,3679,1
580,41370,1
580,12192,1
2640,58131,1
2640,12605,1
2640,42544,1
2640,58128,1
2640,49571,1
2640,12117,1
2640,63165,1
2640,64496,1
2640,2262,1
2640,62447,1
2640,14662,1
2640,74772,1
2640,46135,1
2640,30727,1
859,62065,1
859,8781,1
859,63165,1
859,2262,1
859,62447,1
859,63149,1
859,20825,1
859,62830,1
859,12192,1
859,36597,1
213,0,1
213,61388,1
213,12605,1
213,69917,1
213,51423,1
213,19719,1
213,64502,1
213,12740,1
213,80000,1
213,49571,1
213,79526,1
213,26189,1
213,58328,1
213,1640,1
213,13451,1
886,58674,1
886,73439,1
886,54936,1
886,71215,1
886,42544,1
886,84584,1
886,79526,1
886,18156,1
886,3113,1
886,81450,1
886,19900,1
886,6712,1
886,78028,1
886,71133,1
249,0,1
249,49951,1
249,78887,1
249,79526,1
249,21695,1
249,8424,1
249,53886,1
249,16594,1
249,12605,1
249,51423,1
249,75745,1
249,9614,1
249,32351,1
249,20629,1
249,53682,1
249,61218,1
249,57405,1
249,35002,1
249,71024,1
249,39939,1
1558,40569,1
1558,8642,1
1558,58523,1
1558,63582,1
1558,37130,1
1558,65728,1
3145,0,1
3145,74653,1
3145,61268,1
3145,12113,1
3145,82642,1
3145,79527,1
3145,83074,1
3145,63293,1
3145,15217,1
3145,34410,1
3145,1484,1
3145,28015,1
3145,46907,1
3145,34420,1
3145,84245,1
3145,12740,1
3145,49571,1
3145,78172,1
3145,84093,1
3145,42617,1
3145,20411,1
3145,3463,1
3145,65225,1
3145,2262,1
3145,25335,1
3145,64159,1
3145,74930,1
3145,80673,1
3145,32351,1
3145,50737,1
3145,71889,1
3145,65728,1
3145,78773,1
3145,46135,1
3145,12192,1
1805,0,1
1805,8451,1
1805,61268,1
1805,27824,1
1805,71052,1
1805,8043,1
1805,13370,1
1805,14363,1
1805,15217,1
1805,10613,1
1805,22734,1
1805,78713,1
1805,28015,1
1805,12309,1
1805,62830,1
1805,49571,1
1805,41792,1
1805,3903,1
1805,42213,1
1805,10392,1
1805,69917,1
1805,41259,1
1805,74006,1
1805,42544,1
1805,21652,1
1805,52034,1
1805,64496,1
1805,50726,1
1805,73375,1
1805,52435,1
1805,18142,1
1805,82265,1
1805,12605,1
1805,7355,1
1805,32351,1
1805,50975,1
1805,78773,1
1805,63840,1
1805,2221,1
1805,42074,1
1049,0,1
1049,77903,1
1049,53997,1
1049,41105,1
1049,62218,1
1049,43404,1
1049,21936,1
1049,8631,1
1049,4323,1
1049,17610,1
1049,79697,1
1049,40916,1
1049,40919,1
1049,75745,1
1049,41758,1
1049,50219,1
1049,6665,1
1049,47360,1
1049,59267,1
1049,10283,1
1049,23596,1
1049,59428,1
1049,9163,1
1049,11147,1
1049,26044,1
1049,11825,1
1049,80736,1
1049,28045,1
1049,37062,1
1049,79230,1
1049,64430,1
1049,63120,1
1049,29049,1
1049,40466,1
1049,30691,1
1049,79526,1
1049,2717,1
1049,27893,1
1049,53556,1
1049,47296,1
1049,79527,1
1049,10818,1
1049,12192,1
1049,28190,1
1049,25421,1
1049,33222,1
1049,26324,1
1049,82246,1
1049,80445,1
1049,8686,1
1049,27582,1
1049,5742,1
1049,5425,1
1049,26247,1
1049,10927,1
1049,61796,1
1049,60627,1
1049,10937,1
1049,72013,1
1049,22044,1
1049,29412,1
1049,38881,1
1049,29413,1
1049,82847,1
1049,17870,1
1049,38714,1
1049,44950,1
1049,37866,1
1049,67227,1
1049,35883,1
1049,59693,1
1049,37874,1
1049,69344,1
1049,22429,1
1049,62830,1
1049,65800,1
1049,8933,1
1049,46031,1
1049,67242,1
1049,23117,1
1049,19580,1
1049,1612,1
1049,84442,1
1049,71202,1
1049,69859,1
1049,25335,1
1049,73397,1
1773,29536,1
1773,7249,1
1773,21695,1
1773,9912,1
1773,57405,1
1773,64430,1
2226,0,1
2226,52003,1
2226,32351,1
2226,62830,1
2226,81280,1
2226,60638,1
2226,63165,1
2226,2262,1
2226,17427,1
2226,39034,1
2226,84064,1
2226,45580,1
2226,19900,1
2226,50836,1
253,72697,1
253,81120,1
253,50063,1
253,34037,1
253,12420,1
253,63165,1
253,39453,1
253,2262,1
253,35585,1
253,78498,1
253,24274,1
253,63582,1
253,62830,1
253,84700,1
253,57565,1
253,6625,1
253,35002,1
253,31005,1
253,12192,1
253,20599,1
1199,0,1
1199,79526,1
1199,83074,1
1199,15325,1
1199,82309,1
1199,16594,1
1199,47105,1
1199,30149,1
1199,76667,1
1199,20629,1
1199,4910,1
1199,53682,1
1199,15344,1
1199,78773,1
1199,63840,1
1199,80222,1
549,29536,1
549,0,1
549,80171,1
549,58328,1
549,68705,1
549,82690,1
549,888,1
549,63165,1
549,80934,1
549,62447,1
549,45121,1
549,886,1
549,10613,1
549,49370,1
549,26517,1
367,0,1
367,12309,1
367,62983,1
367,32066,1
367,33707,1
367,24274,1
367,62830,1
367,14184,1
207,0,1
207,12605,1
207,38418,1
207,63165,1
207,69100,1
207,28519,1
207,60402,1
207,2262,1
207,60122,1
207,32230,1
207,12192,1
1213,0,1
1213,40402,1
1213,7812,1
1213,22937,1
1213,19734,1
1213,47432,1
1213,50437,1
1213,12192,1
1758,84035,1
1758,67458,1
1758,24746,1
1758,53448,1
1758,35715,1
1758,62830,1
1758,59810,1
229,36245,1
229,0,1
229,79526,1
229,8845,1
229,53885,1
229,12707,1
2846,0,1
2846,11717,1
2846,32066,1
2846,24460,1
2846,11937,1
2846,22748,1
2846,3725,1
2846,3945,1
2846,62830,1
2846,12192,1
12,0,1
12,12052,1
12,63149,1
12,42880,1
12,68705,1
12,49370,1
1173,33759,1
1173,61775,1
1173,43812,1
1173,64422,1
1173,68256,1
1173,1471,1
1173,20653,1
1173,7249,1
1173,2262,1
1173,74535,1
1173,21695,1
1173,58214,1
1173,410,1
1173,18430,1
2876,59428,1
2876,15055,1
2876,75706,1
2876,69186,1
2876,12192,1
2876,8935,1
1905,12605,1
1905,33270,1
1905,81648,1
1905,66108,1
1905,62830,1
1905,64430,1
1611,777,1
1611,34416,1
1611,79012,1
1611,4435,1
1611,30509,1
1611,52471,1
1611,62830,1
1611,78022,1
1473,12117,1
1473,12605,1
1473,16942,1
1473,2262,1
1473,60122,1
1473,42544,1
1663,41920,1
1663,23640,1
1663,4052,1
1663,26189,1
1663,62830,1
1663,78172,1
245,0,1
245,12605,1
245,67678,1
245,32067,1
245,84245,1
245,79526,1
245,63165,1
245,14662,1
245,51359,1
245,74772,1
245,77599,1
245,75534,1
1305,0,1
1305,12309,1
1305,81657,1
1305,11957,1
1305,1245,1
1305,12117,1
1305,42018,1
1305,59438,1
1305,62830,1
1305,71291,1
1342,39982,1
1342,29224,1
1342,34115,1
1342,7624,1
1342,32202,1
1342,71831,1
1342,32899,1
1342,8554,1
1342,62830,1
1342,79035,1
1342,51217,1
1342,21664,1
1342,53422,1
1342,46558,1
1342,42112,1
1342,16809,1
1342,22509,1
1342,18828,1
1342,7927,1
1342,42773,1
1342,43069,1
1878,0,1
1878,73713,1
1878,23407,1
1878,72924,1
1878,22893,1
1878,60316,1
1878,81813,1
1878,26273,1
1878,62830,1
1878,14184,1
2478,41370,1
2478,11919,1
2478,61172,1
2478,49195,1
2478,58892,1
2478,45470,1
2478,30923,1
2478,83979,1
2478,81679,1
2478,20662,1
2478,47105,1
2478,77605,1
2478,65360,1
2478,62830,1
2478,19768,1
2478,20023,1
2478,69757,1
2478,57853,1
2478,75552,1
2338,12605,1
2338,11717,1
2338,62983,1
2338,49878,1
2338,63165,1
2338,70447,1
2338,8554,1
2338,62830,1
2338,12192,1
1417,15344,1
1417,65173,1
1417,62830,1
1417,10692,1
1417,41144,1
1417,64430,1
1417,79526,1
1417,82642,1
1417,2262,1
1417,22734,1
1417,83316,1
1417,21695,1
1417,16594,1
1417,12192,1
1417,29199,1
2003,0,1
2003,26662,1
2003,15373,1
2003,2262,1
2003,62447,1
2003,886,1
2003,12192,1
264,17153,1
264,0,1
264,12605,1
264,57507,1
264,79526,1
264,44895,1
264,12192,1
2853,0,1
2853,57750,1
2853,34443,1
2853,15344,1
2853,23407,1
2853,62830,1
2853,12192,1
2853,59700,1
1426,64011,1
1426,21562,1
1426,42544,1
1426,64496,1
1426,60122,1
1426,886,1
1426,25335,1
1426,21126,1
2426,0,1
2426,42074,1
2426,68938,1
2426,56541,1
2426,68689,1
2426,62830,1
2426,14184,1
2426,60245,1
2641,0,1
2641,29536,1
2641,12605,1
2641,57750,1
2641,12740,1
2641,63165,1
2641,21695,1
2641,16063,1
2641,33364,1
2641,62830,1
2641,61001,1
2641,18430,1
947,0,1
947,41920,1
947,56472,1
947,21196,1
947,29703,1
947,56392,1
947,81293,1
947,79527,1
947,63293,1
947,40831,1
947,34410,1
947,40916,1
947,40917,1
947,74236,1
947,15373,1
947,12309,1
947,54018,1
947,2028,1
947,49571,1
947,29165,1
947,45759,1
947,41615,1
947,60641,1
947,1484,1
947,2174,1
947,68610,1
947,77615,1
947,62830,1
947,58328,1
947,76146,1
947,7249,1
947,6916,1
947,78773,1
947,48218,1
947,28912,1
1467,0,1
1467,26480,1
1467,12605,1
1467,3679,1
1467,35710,1
1467,28519,1
1467,14662,1
1467,74772,1
1467,552,1
1467,12192,1
1467,64456,1
1958,46596,1
1958,59144,1
1958,26579,1
1958,63165,1
1958,52953,1
1958,2262,1
1958,78855,1
1958,12192,1
2033,0,1
2033,79526,1
2033,19581,1
2033,62830,1
2033,54182,1
2033,52227,1
1005,0,1
1005,67458,1
1005,36584,1
1005,19785,1
1005,24274,1
1005,79108,1
1005,2262,1
1005,74148,1
1005,65712,1
1005,32340,1
1005,62830,1
1005,3679,1
1005,68979,1
1005,3820,1
1005,5763,1
1005,83511,1
908,58674,1
908,37681,1
908,78773,1
908,7112,1
908,62830,1
908,12740,1
860,42937,1
860,0,1
860,28789,1
860,2732,1
860,50335,1
860,84639,1
860,80213,1
860,13243,1
860,62073,1
860,43321,1
860,75754,1
860,16118,1
860,52278,1
860,62830,1
860,78594,1
847,0,1
847,12117,1
847,80673,1
847,65712,1
847,7116,1
847,26566,1
3044,11717,1
3044,73509,1
3044,61420,1
3044,14184,1
3044,2717,1
3044,78172,1
3044,42544,1
3044,58328,1
313,0,1
313,25748,1
313,12605,1
313,14820,1
313,61500,1
313,50975,1
313,26680,1
313,41920,1
313,64496,1
313,78773,1
313,69105,1
313,28015,1
313,62830,1
313,35549,1
313,64259,1
1052,72743,1
1052,41370,1
1052,62417,1
1052,64430,1
1052,80154,1
1052,22617,1
1052,62830,1
1052,42029,1
1052,75449,1
1052,777,1
1052,30298,1
1052,43461,1
1052,16594,1
1052,14384,1
1052,50219,1
1052,12192,1
1052,26265,1
1052,75552,1
1052,59428,1
2017,0,1
2017,82793,1
2017,50836,1
2017,22037,1
2017,41144,1
2017,42182,1
2017,53682,1
2017,23848,1
2017,8424,1
2017,74772,1
2017,63605,1
2017,62830,1
2017,84123,1
2017,29199,1
2017,62447,1
2612,0,1
2612,66096,1
2612,13141,1
2612,12034,1
2612,19785,1
2612,84064,1
2612,56382,1
2612,42074,1
1379,37681,1
1379,59833,1
1379,60316,1
1379,6625,1
1379,62830,1
1379,888,1
1379,12192,1
2636,0,1
2636,26317,1
2636,64486,1
2636,12309,1
2636,47542,1
2636,76398,1
2636,49571,1
2636,80428,1
2636,63293,1
2636,15191,1
2636,58328,1
2527,0,1
2527,6883,1
2527,62983,1
2527,57750,1
2527,67155,1
2527,2262,1
2527,8424,1
2527,4824,1
2527,62830,1
2527,19881,1
2527,12605,1
2527,11717,1
2527,32503,1
2527,1640,1
2527,78559,1
2527,76680,1
2527,20982,1
2527,21695,1
2527,78172,1
912,0,1
912,12605,1
912,13311,1
912,53886,1
912,80442,1
912,3463,1
2358,31409,1
2358,2262,1
2358,7761,1
2358,1935,1
2358,62830,1
2358,12192,1
2152,29536,1
2152,0,1
2152,18156,1
2152,21695,1
2152,29433,1
2152,53885,1
2152,17606,1
2152,62830,1
2152,72924,1
2152,32344,1
2152,5119,1
2152,10880,1
2152,43789,1
2152,8843,1
2152,78552,1
2152,20629,1
2152,41144,1
2152,72137,1
2152,56541,1
2152,57405,1
2152,26189,1
2152,52698,1
2152,49571,1
2135,29536,1
2135,0,1
2135,63165,1
2135,2262,1
2135,14662,1
2135,62830,1
2135,12192,1
3100,0,1
3100,79526,1
3100,79527,1
3100,71831,1
3100,52842,1
3100,71069,1
3100,9614,1
3100,51181,1
3100,84245,1
3100,28782,1
3100,69493,1
3100,42213,1
3100,69917,1
3100,11425,1
3100,42617,1
3100,2946,1
3100,64896,1
3100,2262,1
3100,70177,1
3100,43034,1
3100,31414,1
3100,62830,1
3100,34949,1
3100,18142,1
3100,5471,1
3100,36635,1
3100,8845,1
3100,32351,1
3100,72777,1
3100,63840,1
3100,75799,1
3100,16533,1
3100,20288,1
973,0,1
973,72924,1
973,66762,1
973,8431,1
973,14851,1
973,63165,1
973,2262,1
973,53886,1
973,12192,1
1847,0,1
1847,80673,1
1847,11717,1
1847,54018,1
1847,38423,1
1847,65712,1
1847,26132,1
1847,4022,1
1847,62830,1
588,0,1
588,1484,1
588,55771,1
588,11717,1
588,8845,1
588,20411,1
588,49571,1
588,12818,1
588,62830,1
588,30727,1
3136,29536,1
3136,0,1
3136,12605,1
3136,65173,1
3136,36129,1
3136,28519,1
3136,63165,1
3136,2262,1
2886,29536,1
2886,21562,1
2886,68960,1
2886,63165,1
2886,79526,1
2886,21695,1
2886,58091,1
2886,16594,1
2204,0,1
2204,12605,1
2204,57314,1
2204,5081,1
2204,63165,1
2204,39939,1
111,0,1
111,63165,1
111,12192,1
111,62830,1
111,14658,1
111,21126,1
1271,0,1
1271,63987,1
1271,7400,1
1271,33425,1
1271,18765,1
1271,25956,1
1271,37784,1
1271,62830,1
2505,0,1
2505,12605,1
2505,2262,1
2505,7459,1
2505,62983,1
2505,4275,1
2505,31414,1
1711,0,1
1711,70023,1
1711,10692,1
1711,44844,1
1711,12192,1
1711,11717,1
1711,17827,1
1711,62830,1
1711,17994,1
1870,41920,1
1870,1484,1
1870,4052,1
1870,0,1
1870,25340,1
1870,32351,1
1870,62830,1
1870,12309,1
1870,2717,1
1870,2262,1
1870,31579,1
1870,78773,1
1870,49080,1
1870,36693,1
2345,0,1
2345,13311,1
2345,76276,1
2345,39836,1
2345,56685,1
2345,20634,1
2345,78715,1
2345,2262,1
2345,11717,1
2345,63149,1
2345,62830,1
2345,12192,1
977,0,1
977,41920,1
977,55771,1
977,29703,1
977,63374,1
977,62830,1
977,34410,1
977,58328,1
977,1484,1
977,12309,1
977,76146,1
977,7249,1
977,12740,1
977,52351,1
977,49571,1
977,57405,1
977,58674,1
977,75799,1
977,17790,1
977,57459,1
110,84584,1
110,63165,1
110,55136,1
110,62447,1
110,8845,1
110,61546,1
110,16594,1
1680,0,1
1680,63165,1
1680,27454,1
1680,29892,1
1680,20410,1
1680,24180,1
1613,0,1
1613,3777,1
1613,36593,1
1613,58128,1
1613,83302,1
1613,4275,1
1613,26444,1
1613,67508,1
1613,59455,1
1613,53816,1
1613,2262,1
1613,12916,1
1613,55947,1
1613,54745,1
1613,53962,1
1613,34531,1
1613,5119,1
1613,36666,1
1613,71957,1
1613,64080,1
1613,41144,1
1613,3679,1
1613,84245,1
1613,17951,1
1285,0,1
1285,70874,1
1285,6712,1
1285,32066,1
1285,9068,1
1285,794,1
1285,33707,1
1285,79271,1
1285,43187,1
1285,43574,1
1285,2262,1
1285,9923,1
1285,82309,1
1285,62830,1
1285,63553,1
1285,7761,1
1285,10799,1
1285,82028,1
1285,82393,1
1285,16533,1
1285,49571,1
1285,64012,1
1285,12853,1
1285,12309,1
1285,68274,1
1285,3909,1
1285,38670,1
1285,79933,1
1285,14184,1
1838,26815,1
1838,0,1
1838,57405,1
1838,10500,1
1838,62830,1
1838,50975,1
1838,74653,1
1838,59755,1
1838,62314,1
1838,73763,1
1838,78773,1
1838,72063,1
1838,15724,1
1838,14231,1
1838,9728,1
2971,71215,1
2971,47355,1
2971,36129,1
2971,40006,1
2971,36434,1
2971,52842,1
873,0,1
873,10981,1
873,19900,1
873,58128,1
873,23228,1
873,2262,1
873,62447,1
873,6190,1
873,1640,1
873,12192,1
1439,40465,1
1439,50995,1
1439,64430,1
1439,2318,1
1439,19632,1
1439,81679,1
1439,16594,1
1439,8842,1
1439,29590,1
1439,15735,1
1439,50219,1
1439,57405,1
1439,78773,1
1439,59996,1
1439,26336,1
1439,12192,1
2604,29536,1
2604,0,1
2604,80568,1
2604,27776,1
2604,71215,1
2604,43152,1
2604,79526,1
2604,62447,1
2604,7312,1
2604,17606,1
2604,74772,1
2604,1640,1
2604,29199,1
2604,62830,1
2604,41144,1
2604,39939,1
2604,63165,1
2604,8808,1
2604,26189,1
2604,54562,1
2604,12192,1
1803,0,1
1803,42544,1
1803,53682,1
1803,12740,1
1803,12117,1
1803,37681,1
1803,62830,1
1803,12192,1
1803,58328,1
527,50260,1
527,69917,1
527,65124,1
527,21562,1
527,46144,1
527,74576,1
527,14996,1
527,7008,1
527,19581,1
527,60316,1
527,45759,1
527,21695,1
527,62830,1
527,12192,1
527,29199,1
481,63165,1
481,64764,1
481,8845,1
481,9614,1
481,73879,1
481,62830,1
481,12605,1
1141,0,1
1141,41920,1
1141,84245,1
1141,61268,1
1141,32192,1
1141,65009,1
1141,39241,1
1141,39497,1
1141,41144,1
1141,20050,1
1141,16942,1
1141,2221,1
1141,76185,1
1141,82309,1
1141,81814,1
1141,15217,1
1141,34410,1
1141,20222,1
1141,49571,1
1141,15373,1
1141,7761,1
1141,76106,1
1141,36029,1
1141,46242,1
1141,73375,1
